RSN,YEAR REGISTERED,YEAR BUILT,YEAR EVALUATED,PROPERTY TYPE,WARD,WARDNAME,SITE ADDRESS,CONFIRMED STOREYS,CONFIRMED UNITS,EVALUATION COMPLETED ON,CURRENT BUILDING EVAL SCORE,PROACTIVE BUILDING SCORE,CURRENT REACTIVE SCORE,NO OF AREAS EVALUATED,NUMBERING OF PROPERTY,EXTERIOR GROUNDS,FENCING,RETAINING WALLS,CATCH BASINS / STORM DRAINAGE,BUILDING EXTERIOR,BALCONY GUARDS,WINDOWS,EXT. RECEPTACLE STORAGE AREA,EXTERIOR WALKWAYS,CLOTHING DROP BOXES,ACCESSORY BUILDINGS,INTERCOM,EMERGENCY CONTACT SIGN,LOBBY - WALLS AND CEILING,LOBBY FLOORS,LAUNDRY ROOM,INT. RECEPTACLE STORAGE AREA,MAIL RECEPTACLES,EXTERIOR DOORS,STORAGE AREAS/LOCKERS MAINT.,POOLS,OTHER AMENITIES,PARKING AREAS,ABANDONED EQUIP./DERELICT VEH.,GARBAGE/COMPACTOR ROOM,ELEVATOR MAINTENANCE,ELEVATOR COSMETICS,INT. HALLWAY - WALLS / CEILING,INTERIOR HALLWAY FLOORS,INT. LOBBY / HALLWAY LIGHTING,COMMON AREA VENTILATION,ELECTRICAL SERVICES / OUTLETS,CHUTE ROOMS - MAINTENANCE,STAIRWELL - WALLS AND CEILING,STAIRWELL - LANDING AND STEPS,STAIRWELL LIGHTING,INT. HANDRAIL / GUARD - SAFETY,INT. HANDRAIL / GUARD - MAINT.,GRAFFITI,BUILDING CLEANLINESS,COMMON AREA PESTS,TENANT NOTIFICATION BOARD,PEST CONTROL LOG,MAINTENANCE LOG,CLEANING LOG,VITAL SERVICE PLAN,ELECTRICAL SAFETY PLAN,STATE OF GOOD REPAIR PLAN,TENANT SERVICE REQUEST LOG,GRID,LATITUDE,LONGITUDE,X,Y
4155052,2017,1967,2023,PRIVATE,08,Eglinton-Lawrence,145 MARLEE AVE,18,315,2023-07-28,91,91,0,43,3,3,N/A,N/A,N/A,2,3,3,2,3,N/A,N/A,3,3,3,3,3,2,3,3,2,N/A,N/A,2,3,2,3,3,3,3,3,2,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,N0831,43.7032633519,-79.4410303906,309536.074,4840154.407
4155052,2017,1967,2025,PRIVATE,08,Eglinton-Lawrence,145 MARLEE AVE,18,315,2025-10-24,92,93,-1,45,3,3,3,3,3,2,2,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,3,3,3,2,3,3,1,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,N0831,43.7032633519,-79.4410303906,309536.074,4840154.407
5361337,2023,1950,2024,PRIVATE,08,Eglinton-Lawrence,184 MARLEE AVE,3,12,2024-09-26,91,91,0,39,3,3,3,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,N0831,43.704825815,-79.442425865,309424.421,4840321.202
4154486,2019,1966,2024,PRIVATE,08,Eglinton-Lawrence,457 MARLEE AVE,4,31,2024-08-26,86,86,0,41,3,3,3,2,3,2,2,2,3,2,N/A,N/A,3,3,2,2,3,N/A,3,2,N/A,N/A,N/A,2,3,N/A,3,3,2,2,3,3,N/A,N/A,2,2,3,3,1,3,3,3,2,3,3,3,3,3,3,3,N0827,43.70792635,-79.442961013,309381.057,4840665.642
4154520,2017,1965,2023,PRIVATE,08,Eglinton-Lawrence,1 MARQUETTE AVE,4,24,2023-08-09,79,79,0,42,3,3,3,N/A,3,2,2,2,2,2,N/A,N/A,3,3,2,2,1,N/A,3,2,0,N/A,N/A,2,3,N/A,3,2,2,1,2,2,3,N/A,2,2,2,3,2,3,2,3,3,3,3,3,3,3,3,2,N0823,43.733771348,-79.433653399,310128.895,4843537.493
4154520,2017,1965,2025,PRIVATE,08,Eglinton-Lawrence,1 MARQUETTE AVE,4,24,2025-10-16,100,100,0,32,3,3,N/A,N/A,3,3,3,3,N/A,3,N/A,N/A,3,3,N/A,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,N/A,3,3,N/A,N/A,3,3,3,N/A,N/A,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0823,43.733771348,-79.433653399,310128.895,4843537.493
4154322,2017,1984,2024,PRIVATE,05,York South-Weston,15 MARTHA EATON WAY,23,364,2024-07-15,88,88,0,47,3,3,3,N/A,3,2,2,1,3,3,N/A,3,3,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,1,1,1,2,3,1,2,3,1,3,3,2,1,3,3,3,3,3,3,3,3,3,W0528,43.696553917,-79.488464036,305714.067,4839400.786
4233149,2017,1980,2024,PRIVATE,05,York South-Weston,25 MARTHA EATON WAY,23,318,2024-06-20,90,90,0,45,3,2,3,N/A,3,3,3,3,2,3,N/A,N/A,3,3,3,3,2,N/A,1,3,N/A,3,3,2,3,2,3,3,2,2,3,3,3,2,3,2,3,3,3,3,2,3,2,3,3,3,3,2,3,3,W0528,43.698103059,-79.48903821,305667.766,4839572.884
4219140,2017,2011,2024,PRIVATE,02,Etobicoke Centre,620 MARTIN GROVE RD,22,236,2024-08-27,95,95,0,47,3,3,3,N/A,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,N/A,N/A,3,2,3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0227,,,,
4155406,2017,1972,2024,PRIVATE,02,Etobicoke Centre,675 MARTIN GROVE RD,11,126,2024-09-11,80,80,0,45,3,2,3,3,3,1,3,2,2,2,N/A,N/A,3,3,2,2,3,N/A,3,3,2,N/A,N/A,3,3,2,3,3,1,2,3,3,3,2,1,1,3,2,3,3,1,3,1,1,1,1,3,1,3,3,W0221,43.6811825432,-79.5647387346,299564.824,4837694.119
4155407,2017,1968,2024,PRIVATE,02,Etobicoke Centre,695 MARTIN GROVE RD,12,142,2024-08-12,82,82,0,44,3,2,3,N/A,3,2,3,1,2,1,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,1,1,2,3,3,1,1,3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,1,3,1,1,3,W0221,43.682026489,-79.565970029,299462.268,4837680.56
4155461,2017,1960,2023,PRIVATE,01,Etobicoke North,1865 MARTIN GROVE RD,12,92,2023-10-05,92,92,0,45,3,3,2,N/A,3,3,3,3,2,3,3,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,3,3,2,2,2,3,2,3,3,2,2,3,3,2,3,3,3,3,3,3,1,3,1,3,3,W0123,43.7425445347,-79.5934989026,297253.737,4844513.426
4155461,2017,1960,2025,PRIVATE,01,Etobicoke North,1865 MARTIN GROVE RD,12,92,2025-11-11,93,93,0,44,3,3,3,N/A,3,1,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,1,3,3,3,3,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0123,43.7425445347,-79.5934989026,297253.737,4844513.426
4155692,2017,1971,2023,PRIVATE,01,Etobicoke North,1875 MARTIN GROVE RD,12,88,2023-07-12,93,93,0,44,3,2,3,N/A,3,3,3,3,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,2,N/A,N/A,1,3,2,3,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,W0123,43.7432814617,-79.5941314137,297202.887,4844595.353
4155692,2017,1971,2025,PRIVATE,01,Etobicoke North,1875 MARTIN GROVE RD,12,88,2025-11-11,95,96,-1,43,3,3,3,N/A,3,1,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0123,43.7432814617,-79.5941314137,297202.887,4844595.353
4155458,2017,1970,2024,PRIVATE,01,Etobicoke North,1901 MARTIN GROVE RD,7,136,2024-06-21,78,78,0,44,3,2,1,N/A,3,2,3,2,1,2,N/A,N/A,3,3,2,2,3,N/A,3,3,2,N/A,N/A,1,3,1,3,2,1,1,1,3,1,2,3,1,3,3,1,3,2,3,2,3,3,3,3,3,3,3,W0123,43.745065572,-79.594920557,297139.297,4844794.585
4155456,2017,1972,2024,PRIVATE,01,Etobicoke North,1915 MARTIN GROVE RD,7,136,2024-06-21,86,86,0,45,3,3,3,2,3,3,3,2,3,3,2,N/A,3,3,3,3,3,N/A,3,2,N/A,N/A,N/A,2,3,3,3,3,3,3,3,1,2,2,2,2,3,3,2,3,3,3,1,3,3,3,3,1,1,3,W0123,43.745957155,-79.595120169,297123.337,4844893.655
4154651,2017,1962,2024,PRIVATE,06,York Centre,4 MASCOT PL,4,70,2024-08-27,84,84,0,42,3,2,2,N/A,3,2,3,2,3,2,N/A,N/A,3,2,3,3,3,N/A,3,2,3,N/A,N/A,2,3,N/A,3,3,2,2,3,3,3,N/A,2,2,3,3,3,3,3,3,1,3,3,1,1,1,1,3,N0624,43.770291992,-79.443411311,309318.763,4847602.04
4152796,2017,1981,2025,SOCIAL HOUSING,20,Scarborough Southwest,110 MASON RD,7,53,2025-08-19,95,95,0,46,3,3,3,3,3,3,3,2,3,3,N/A,N/A,3,3,3,3,3,3,3,3,2,N/A,N/A,2,3,3,3,3,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2027,43.7409528435,-79.2252456452,326914.886,4844368.716
4152796,2017,1981,2023,SOCIAL HOUSING,20,Scarborough Southwest,110 MASON RD,7,53,2023-08-08,96,96,0,45,3,3,2,N/A,3,3,3,2,3,2,N/A,N/A,3,3,3,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2027,43.7409528435,-79.2252456452,326914.886,4844368.716
4155866,2017,2008,2025,TCHC,14,Toronto-Danforth,50 MATILDA ST,4,56,2025-11-18,95,95,0,41,3,3,3,3,N/A,3,N/A,3,3,3,N/A,N/A,3,3,2,2,3,N/A,3,2,N/A,N/A,N/A,N/A,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1434,43.660237712,-79.353034249,316637.682,4835376.563
4155866,2017,2008,2023,TCHC,14,Toronto-Danforth,50 MATILDA ST,4,56,2023-08-16,98,98,0,42,3,3,3,3,3,2,N/A,3,3,3,N/A,3,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,S1434,43.660237712,-79.353034249,316637.682,4835376.563
4154219,2017,1965,2023,PRIVATE,07,Humber River-Black Creek,99 MATTSON RD,4,30,2023-10-13,85,85,0,42,3,1,2,N/A,3,2,1,2,3,2,N/A,N/A,3,3,3,3,2,N/A,3,1,3,N/A,N/A,1,3,N/A,3,3,3,3,1,2,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0734,43.722654944,-79.5130447411,303733.493,4842299.549
4154219,2017,1965,2025,PRIVATE,07,Humber River-Black Creek,99 MATTSON RD,4,30,2025-11-20,96,96,0,42,3,3,3,N/A,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,1,3,N/A,3,3,3,3,3,3,3,N/A,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0734,43.722654944,-79.5130447411,303733.493,4842299.549
4153992,2017,1928,2024,PRIVATE,12,Toronto-St. Paul's,48 MAXWELL AVE,3,29,2024-11-07,96,96,0,36,2,3,N/A,N/A,3,3,N/A,3,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,S1227,43.70575057,-79.40188255,312691.886,4840427.112
4153989,2017,1940,2023,PRIVATE,12,Toronto-St. Paul's,63 MAXWELL AVE,3,33,2023-10-16,91,91,0,40,3,3,3,3,3,2,N/A,3,2,1,N/A,N/A,3,3,3,3,3,N/A,3,3,2,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,2,3,3,1,3,1,3,3,S1227,43.705869232,-79.401343877,312735.285,4840440.348
4153989,2017,1940,2025,PRIVATE,12,Toronto-St. Paul's,63 MAXWELL AVE,3,33,2025-11-13,92,92,0,38,3,3,N/A,3,3,2,N/A,2,2,2,N/A,N/A,3,3,3,3,3,N/A,3,3,2,N/A,N/A,2,3,N/A,N/A,N/A,2,3,3,N/A,3,N/A,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1227,43.705869232,-79.401343877,312735.285,4840440.348
4153954,2017,1962,2023,PRIVATE,08,Eglinton-Lawrence,21 MAYFAIR AVE,11,138,2023-08-15,96,96,0,45,3,3,3,3,3,3,3,3,N/A,2,N/A,N/A,3,3,3,3,3,3,3,3,N/A,N/A,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,N0832,43.7037098752,-79.4222136695,311053.822,4840197.688
4153954,2017,1962,2025,PRIVATE,08,Eglinton-Lawrence,21 MAYFAIR AVE,11,138,2025-10-24,99,99,0,44,3,3,N/A,3,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0832,43.7037098752,-79.4222136695,311053.822,4840197.688
4153017,2017,1964,2024,PRIVATE,04,Parkdale-High Park,21 MAYNARD AVE,12,117,2024-08-29,92,92,0,41,3,3,3,N/A,3,3,3,3,2,3,N/A,N/A,3,3,3,3,3,N/A,2,3,N/A,N/A,N/A,2,3,N/A,3,3,2,2,3,3,3,N/A,1,3,3,1,3,3,3,3,2,3,3,3,3,3,3,3,S0436,43.6381531633,-79.4373955962,309835.623,4832913.577
4153016,2017,1978,2023,PRIVATE,04,Parkdale-High Park,22 MAYNARD AVE,3,36,2023-09-21,78,78,0,37,3,3,2,N/A,2,2,N/A,3,2,1,N/A,N/A,3,3,3,3,2,N/A,3,2,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,3,2,3,3,N/A,2,2,3,1,1,3,1,3,3,1,1,1,1,1,1,1,S0436,43.6377806623,-79.4379497225,309790.944,4832872.164
4153016,2017,1978,2025,PRIVATE,04,Parkdale-High Park,22 MAYNARD AVE,3,36,2025-07-07,93,93,0,36,3,3,3,3,N/A,3,N/A,3,2,3,N/A,N/A,3,1,3,3,3,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,1,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,S0436,43.6377806623,-79.4379497225,309790.944,4832872.164
4243767,2017,1900,2023,PRIVATE,04,Parkdale-High Park,28 MAYNARD AVE,3,20,2023-12-03,83,83,0,38,3,2,2,2,N/A,1,N/A,3,3,N/A,N/A,2,3,3,2,2,1,N/A,3,2,N/A,N/A,N/A,1,3,N/A,N/A,N/A,2,3,3,3,3,N/A,3,3,3,3,2,3,3,1,3,3,3,3,3,3,0,3,S0436,43.6380072384,-79.4380349647,309784.048,4832897.33
4243767,2017,1900,2025,PRIVATE,04,Parkdale-High Park,28 MAYNARD AVE,3,20,2025-06-17,94,94,0,36,3,2,3,N/A,N/A,2,N/A,3,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,1,3,3,N/A,3,N/A,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S0436,43.6380072384,-79.4380349647,309784.048,4832897.33
4153015,2017,1960,2023,PRIVATE,04,Parkdale-High Park,32 MAYNARD AVE,8,44,2023-08-04,91,91,0,43,3,3,2,2,3,2,2,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,3,3, 3,3,3,3,3,3,2,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,S0436,43.6382286578,-79.4382671328,309765.298,4832921.915
4153015,2017,1960,2025,PRIVATE,04,Parkdale-High Park,32 MAYNARD AVE,8,44,2025-06-16,96,96,0,43,3,3,3,3,3,2,3,3,3,3,N/A,N/A,3,1,3,3,3,N/A,3,3,3,N/A,N/A,3,3,N/A,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,S0436,43.6382286578,-79.4382671328,309765.298,4832921.915
4153402,2017,1991,2025,TCHC,10,Spadina-Fort York,22 MC CAUL ST,11,139,2025-07-23,81,81,0,44,3,3,N/A,N/A,2,1,3,1,3,3,N/A,N/A,3,3,2,3,1,2,2,2,N/A,N/A,3,1,2,1,3,3,1,3,2,1,3,3,2,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,S1024,43.651211633,-79.390479351,313618.859,4834369.14
4153402,2017,1991,2023,TCHC,10,Spadina-Fort York,22 MC CAUL ST,11,139,2023-10-17,91,91,0,45,3,3,3,3,3,2,2,3,3,2,N/A,N/A,3,3,2,2,2,3,3,3,N/A,N/A,3,2,3,2,3,3,2,2,3,N/A,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,S1024,43.651211633,-79.390479351,313618.859,4834369.14
4589593,,,2023,PRIVATE,10,Spadina-Fort York,49 MC CAUL ST,4,44,2023-11-13,78,78,0,39,3,3,N/A,N/A,N/A,3,2,3,3,2,N/A,N/A,3,0,2,3,3,3,3,3,N/A,N/A,N/A,N/A,3,N/A,3,2,2,3,3,3,3,N/A,2,2,2,3,3,3,3,3,0,0,0,0,0,0,0,0,S1024,43.651593328,-79.390062452,313646.234,4834433.527
4152948,2017,1994,2024,SOCIAL HOUSING,05,York South-Weston,17 MC CORMACK ST,4,61,2024-08-16,95,95,0,44,2,2,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,2,3,N/A,N/A,3,2,3,3,3,3,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0540,43.6763328367,-79.4723721039,307012.089,4837153.622
4152763,2017,1965,2025,PRIVATE,21,Scarborough Centre,370 MCCOWAN RD,15,207,2025-10-07,97,97,0,45,3,3,3,3,3,2,3,2,3,2,N/A,N/A,3,3,3,3,3,N/A,N/A,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,E2135,43.7399757697,-79.2395009689,325767.041,4844256.48
4152763,2017,1965,2023,PRIVATE,21,Scarborough Centre,370 MCCOWAN RD,15,207,2023-06-19,99,99,0,46,3,3,3,N/A,3,3,3,3,3,3,N/A,3,3,3,3,3,3,N/A,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2135,43.7399757697,-79.2395009689,325767.041,4844256.48
4155575,2017,1968,2024,TCHC,21,Scarborough Centre,400 MCCOWAN RD,10,198,2024-09-30,83,83,0,46,3,2,2,N/A,3,2,2,3,2,2,N/A,N/A,3,3,2,2,2,2,3,2,3,N/A,2,2,3,2,3,2,2,2,2,3,3,3,2,3,3,3,3,1,2,1,3,3,3,3,3,3,3,3,E2135,43.741102061,-79.241172366,325656.703,4844463.542
4156136,2017,1993,2023,SOCIAL HOUSING,23,Scarborough North,2319 MCNICOLL AVE,5,130,2023-06-09,95,95,0,44,3,3,N/A,N/A,3,3,3,3,3,3,N/A,N/A,3,2,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,3,3,E2321,43.81394308,-79.290219554,321736.414,4852474.97
4156136,2017,1993,2025,SOCIAL HOUSING,23,Scarborough North,2319 MCNICOLL AVE,5,130,2025-10-01,98,98,0,43,3,3,N/A,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,E2321,43.81394308,-79.290219554,321736.414,4852474.97
4594874,2019,2019,2024,PRIVATE,24,Scarborough-Guildwood,40 MEADOWGLEN PL,17,146,2024-09-17,91,91,0,45,3,3,N/A,3,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,1,N/A,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,1,1,1,E2426,,,326505.793,4848140.502
4153335,2017,1980,2024,TCHC,12,Toronto-St. Paul's,470 MELITA CRES,5,37,2024-07-15,85,85,0,45,2,3,1,3,3,1,3,2,1,3,N/A,N/A,3,3,3,3,1,N/A,2,3,3,N/A,N/A,2,3,2,3,3,2,2,3,3,3,2,2,2,3,3,3,1,3,3,1,3,3,2,3,3,3,3,S1234,43.672253431,-79.426653288,310698.713,4836703.584
4153706,2017,1960,2023,TCHC,19,Beaches-East York,133 MERRILL AVE E,3,42,2023-09-25,81,81,0,43,3,3,2,3,3,2,2,3,2,3,N/A,N/A,3,3,2,2,2,N/A,3,3,3,N/A,N/A,2,3,N/A,3,2,2,2,3,3,2,N/A,2,2,3,3,3,3,2,3,3,0,1,0,0,0,0,0,S1931,43.682986595,-79.311994302,319941.96,4837910.517
4153706,2017,1960,2025,TCHC,19,Beaches-East York,133 MERRILL AVE E,3,42,2025-06-27,96,96,0,47,3,3,3,3,3,2,2,3,3,3,N/A,3,3,3,2,3,3,N/A,3,3,3,N/A,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,S1931,43.682986595,-79.311994302,319941.96,4837910.517
4153753,2017,1980,2024,TCHC,12,Toronto-St. Paul's,71 MERTON ST,10,167,2024-07-23,85,85,0,46,3,3,3,2,3,2,3,3,3,3,N/A,N/A,3,3,3,3,2,1,3,3,1,N/A,N/A,1,3,1,3,3,1,3,3,3,3,2,2,3,3,3,3,3,3,3,3,1,1,2,1,1,2,1,S1233,43.696320863,-79.394123596,313318.526,4839380.245
4153761,2017,1999,2023,PRIVATE,12,Toronto-St. Paul's,268 MERTON ST,5,38,2023-07-26,96,96,0,46,3,3,3,3,3,2,3,3,3,3,N/A,N/A,3,3,3,3,2,N/A,2,3,3,N/A,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,2,1,3,3,3,2,S1233,43.698094964,-79.388000701,313811.835,4839577.992
4153761,2017,1999,2025,PRIVATE,12,Toronto-St. Paul's,268 MERTON ST,5,38,2025-11-10,100,100,0,46,3,3,3,3,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1233,43.698094964,-79.388000701,313811.835,4839577.992
4153755,2017,1965,2024,PRIVATE,15,Don Valley West,345 MERTON ST,10,109,2024-07-25,92,92,0,45,3,3,3,3,2,2,2,3,2,3,N/A,N/A,3,3,3,3,3,3,3,2,N/A,N/A,N/A,2,3,3,3,3,2,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,N1534,43.697986845,-79.38570781,313996.671,4839566.231
4153756,2017,1962,2023,PRIVATE,15,Don Valley West,375 MERTON ST,4,47,2023-10-25,87,87,0,43,3,3,3,2,3,2,3,3,2,2,N/A,N/A,3,3,3,2,3,N/A,3,2,2,N/A,N/A,2,3,N/A,3,3,1,2,2,2,3,N/A,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,N1534,43.697934721,-79.38501268,314052.709,4839560.517
4152689,2017,1959,2023,PRIVATE,20,Scarborough Southwest,740 MIDLAND AVE,5,87,2023-10-19,95,95,0,43,3,3,3,N/A,3,3,3,2,3,2,2,N/A,3,3,2,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,3,3,2,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2024,43.729247112,-79.256767774,324379.447,4843061.333
4152689,2017,1959,2025,PRIVATE,20,Scarborough Southwest,740 MIDLAND AVE,5,87,2025-09-03,97,97,0,42,3,3,3,N/A,3,3,3,2,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2024,43.729247112,-79.256767774,324379.447,4843061.333
4155890,2017,1959,2023,PRIVATE,20,Scarborough Southwest,746 MIDLAND AVE,5,87,2023-10-19,96,96,0,42,3,3,3,N/A,3,3,3,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,2,N/A,N/A,2,3,N/A,3,3,2,2,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2024,43.729247112,-79.256767774,324379.447,4843061.333
4155890,2017,1959,2025,PRIVATE,20,Scarborough Southwest,746 MIDLAND AVE,5,87,2025-09-03,95,95,0,44,3,3,3,N/A,3,3,3,2,3,2,2,3,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,3,3,3,3,3,3,3,N/A,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2024,43.729247112,-79.256767774,324379.447,4843061.333
4152747,2017,1965,2024,PRIVATE,20,Scarborough Southwest,815 MIDLAND AVE,3,23,2024-07-16,100,100,0,38,3,3,2,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2024,43.734123756,-79.257593669,324320.645,4843605.005
4152749,2017,1967,2024,PRIVATE,21,Scarborough Centre,945 MIDLAND AVE,13,149,2024-09-19,79,79,0,47,3,2,2,2,3,2,2,2,2,2,N/A,3,3,3,2,2,2,2,3,2,N/A,N/A,2,2,3,2,3,2,2,2,3,3,3,2,2,2,3,3,2,1,3,3,2,3,3,3,1,2,1,3,E2134,43.7370346448,-79.2585189025,324236.128,4843925.117
4152758,2017,1965,2025,PRIVATE,21,Scarborough Centre,1155 MIDLAND AVE,5,115,2025-11-25,87,91,-4,44,3,3,2,N/A,3,3,3,2,3,3,N/A,N/A,3,3,2,3,3,N/A,N/A,3,3,3,N/A,2,3,3,3,3,2,2,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,1,1, 3,1,3,E2134,43.74577043,-79.261834648,323966.013,4844895.79
4152758,2017,1965,2023,PRIVATE,21,Scarborough Centre,1155 MIDLAND AVE,5,115,2023-06-16,92,92,0,44,3,3,3,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,1,N/A,1,3,3,3,2,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,E2134,43.74577043,-79.261834648,323966.013,4844895.79
4152759,2017,1972,2024,PRIVATE,21,Scarborough Centre,1375 MIDLAND AVE,13,144,2024-09-30,74,74,0,45,3,1,1,2,3,2,2,2,3,2,N/A,N/A,1,3,2,2,3,2,3,2,N/A,N/A,N/A,1,1,2,3,2,1,2,2,2,3,2,1,2,2,3,2,1,2,2,3,3,3,3,3,3,3,3,E2134,43.7499873653,-79.2636073728,323822.18,4845362.91
